Unnamed: 0,title,final_price,list_price,bedrooms,bathrooms,sqft,parking,full_link,full_address,postal_code,lat,long,type,Sold on,style,age,tax,maintenance,sqft_min,sqft_max,sqft_avg
1599,1506 - 3559 Eglinton Avenue,,449000,2.0,1.0,800-899 ,,https://www.zolo.ca/toronto-real-estate/3559-eglinton-avenue/1506,"3559 Eglinton avenue, Toronto ",M6M5C6,43.6856,-79.4917,Condo,2022-03-01,Apartment,No Data,"$1,344 /yr","
$610 /mo ",800,899,849.5
1600,1204 - 33 Shore Breeze Drive,,689000,1.0,1.0,600-699 ,,https://www.zolo.ca/toronto-real-estate/33-shore-breeze-drive/1204,"33 Shore Breeze Drive, Toronto ",M8V1A1,43.624,-79.4792,Condo,2022-03-01,Apartment,No Data,"$2,345 /yr","
$533 /mo ",600,699,649.5
1601,308 - 17 Zorra Street,,599000,1.0,2.0,600-699 ,,https://www.zolo.ca/toronto-real-estate/17-zorra-street/308,"17 Zorra street, Toronto ",M8Z4Z6,43.6214,-79.5211,Comm Element Condo,2022-03-01,Apartment,No Data,"$1,631 /yr","
$451 /mo ",600,699,649.5
1604,4710 - 75 Queens Wharf Road,,649000,1.0,1.0,500-599 ,,https://www.zolo.ca/toronto-real-estate/75-queens-wharf-road/4710,"75 Queens Wharf road, Toronto ",M5V0J8,43.6383,-79.3988,Condo,2022-03-01,Apartment,No Data,"$2,009 /yr","
$346 /mo ",500,599,549.5
1605,210 - 100 Wingarden Court,,549000,3.0,2.0,1400-1599 ,,https://www.zolo.ca/toronto-real-estate/100-wingarden-court/210,"100 Wingarden court, Toronto ",M1B2P4,43.8114,-79.226,Condo,2022-03-01,Apartment,No Data,$929 /yr,"
$849 /mo ",1400,1599,1499.5
1606,1007 - 20 Thomas Riley Street,,798800,2.0,2.0,800-899 ,,https://www.zolo.ca/toronto-real-estate/20-thomas-riley-street/1007,"20 Thomas Riley street, Toronto M",9B 1B3,43.6342,-79.5408,Condo,2022-03-01,Apartment,No Data,"$2,224 /yr","
$619 /mo ",800,899,849.5
1607,1018 - 140 Simcoe Street,,649000,1.0,1.0,600-699 ,,https://www.zolo.ca/toronto-real-estate/140-simcoe-street/1018,"140 Simcoe street, Toronto M",5H 4E9,43.6495,-79.3873,Condo,2022-03-01,Apartment,No Data,"$1,986 /yr","
$379 /mo ",600,699,649.5
1608,508 - 80 Alton Towers Circle,,549000,2.0,2.0,1000-1199 ,,https://www.zolo.ca/toronto-real-estate/80-alton-towers-circle/508,"80 Alton Towers Circle, Toronto ",M1V5E8,43.8238,-79.2739,Condo,2022-02-28,Apartment,No Data,"$1,613 /yr","
$571 /mo ",1000,1199,1099.5
1609,2409 - 38 Forest Manor Road,,899900,2.0,2.0,700-799 ,,https://www.zolo.ca/toronto-real-estate/38-forest-manor-road/2409,"38 Forest Manor road, Toronto M",2J 0H4,43.7719,-79.3452,Condo,2022-03-01,Apartment,No Data,No Data,"
$410 /mo ",700,799,749.5
1610,2503 - 38 Iannuzzi Street,,539800,0.0,1.0,0-499 ,,https://www.zolo.ca/toronto-real-estate/38-iannuzzi-street/2503,"38 Iannuzzi street, Toronto M",5V 0S2,43.6372,-79.4014,Condo,2022-03-01,Apartment,No Data,No Data,"
$233 /mo ",0,499,249.5
1611,1107 - 28 Wellesley Street East,,799000,2.0,2.0,700-799 ,,https://www.zolo.ca/toronto-real-estate/28-wellesley-street-east/2307,"28 Wellesley street, Toronto ",M4Y1G3,43.6654,-79.383,Condo,2022-03-01,Apartment,No Data,"$2,536 /yr","
$572 /mo ",700,799,749.5
1612,404W - 480 Queens Quay West,,1895000,2.0,2.0,1800-1999 ,,https://www.zolo.ca/toronto-real-estate/480-queens-quay-west/404w,"480 Queens quay, Toronto ",M5V2Y5,43.6375,-79.3941,Condo,2022-03-01,Apartment,No Data,"$5,536 /yr","
$1,495 /mo ",1800,1999,1899.5
1613,801 - 621 Sheppard Avenue East,,999000,2.0,2.0,1000-1199 ,,https://www.zolo.ca/toronto-real-estate/621-sheppard-avenue-east/801,"621 Sheppard avenue, Toronto ",M2K1B5,43.7666,-79.3866,Condo,2022-02-28,Apartment,No Data,"$3,291 /yr","
$635 /mo ",1000,1199,1099.5
1614,4 - 2798 Eglinton Avenue,,799000,3.0,4.0,1600-1799 ,,https://www.zolo.ca/toronto-real-estate/2798-eglinton-avenue/4,"2798 Eglinton avenue, Toronto ",M1J2C8,43.7388,-79.2417,Townhouse,2022-02-28,3-Storey,No Data,"$2,561 /yr","
$169 /mo ",1600,1799,1699.5
1615,79 Havenlea Road,,979900,3.0,3.0,1500-2000 ,,https://www.zolo.ca/toronto-real-estate/79-havenlea-road,"79 Havenlea road, Toronto ",M1X1T2,43.8226,-79.2144,Semi-Detached,2022-02-28,2-Storey,No Data,"$3,250 /yr",,1500,2000,1750.0
1619,#28 - 2451 Bridletowne Circle,,599000,3.0,2.0,1000-1199 ,,https://www.zolo.ca/toronto-real-estate/2451-bridletowne-circle/28,"2451 Bridletowne Circle, Toronto ",M1W2Y4,43.8019,-79.3167,Townhouse,2022-02-28,2-Storey,No Data,"$2,200 /yr","
$380 /mo  ",1000,1199,1099.5
1620,202 - 2 Anndale Drive West,,799000,2.0,2.0,900-999 ,,https://www.zolo.ca/toronto-real-estate/2-anndale-drive-west/202,"2 Anndale Drive, Toronto ",M2N0G5,43.761,-79.4085,Condo,2022-03-01,Apartment,No Data,"$3,721 /yr","
$943 /mo ",900,999,949.5
1621,1103 - 5 Rowntree Road,,599312,2.0,2.0,1200-1399 ,,https://www.zolo.ca/toronto-real-estate/5-rowntree-road/1103,"5 Rowntree road, Toronto ",M9V5G9,43.7495,-79.5808,Condo,2022-02-28,Apartment,No Data,"$1,332 /yr","
$816 /mo ",1200,1399,1299.5
1622,9B - 256 Jarvis Street,,869900,2.0,2.0,1600-1799 ,,https://www.zolo.ca/toronto-real-estate/256-jarvis-street/9b,"256 Jarvis street, Toronto ",M5B2J4,43.6594,-79.3759,Condo,2022-03-01,Apartment,No Data,"$2,890 /yr","
$1,155 /mo ",1600,1799,1699.5
1624,305 - 676 Sheppard Avenue East,,588800,1.0,2.0,700-799 ,,https://www.zolo.ca/toronto-real-estate/676-sheppard-avenue-east/305,"676 Sheppard avenue, Toronto ",M2K3E7,43.7687,-79.3802,Condo,2022-02-28,Apartment,No Data,"$2,395 /yr","
$632 /mo ",700,799,749.5
1625,207 - 9 Four Winds Drive,,599000,3.0,2.0,1200-1399 ,,https://www.zolo.ca/toronto-real-estate/9-four-winds-drive/207,"9 Four Winds Drive, Toronto ",M3J2S8,43.7647,-79.4935,Condo,2022-02-28,Apartment,No Data,"$1,430 /yr","
$912 /mo ",1200,1399,1299.5
1627,415 - 505 Richmond Street West,,734900,1.0,1.0,600-699 ,,https://www.zolo.ca/toronto-real-estate/505-richmond-street-west/415,"505 Richmond street, Toronto ",M5V1Y3,43.6472,-79.3995,Condo,2022-02-28,Apartment,No Data,"$3,200 /yr","
$418 /mo ",600,699,649.5
1628,602 - 602 15 Sewelle Road,,399000,2.0,1.0,800-899 ,,https://www.zolo.ca/toronto-real-estate/602-15-sewelle-road,"15 Sewells road, Toronto M",1B 3V7,43.8068,-79.2171,Condo,2022-02-28,Apartment,No Data,$807 /yr,"
$761 /mo ",800,899,849.5
1629,401 - 8 Mondeo Drive,,649900,2.0,2.0,900-999 ,,https://www.zolo.ca/toronto-real-estate/8-mondeo-drive/401,"8 Mondeo Drive, Toronto ",M1P5C7,43.7644,-79.2886,Condo,2022-02-28,Apartment,No Data,"$1,912 /yr","
$634 /mo ",900,999,949.5
1630,Ph708 - 20 Burkebrook Place,,1639000,2.0,2.0,1000-1199 ,,https://www.zolo.ca/toronto-real-estate/20-burkebrook-place/ph708,"20 Burkebrook place, Toronto ",M4G0A1,43.7181,-79.3766,Condo,2022-02-28,Apartment,No Data,"$4,723 /yr","
$989 /mo ",1000,1199,1099.5
1631,12 Garnock Avenue,,2199000,4.0,4.0,1500-2000 ,,https://www.zolo.ca/toronto-real-estate/12-garnock-avenue,"12 Garnock avenue, Toronto ",M4K1M2,43.6762,-79.3514,Semi-Detached,2022-02-28,2 1/2 Storey,No Data,"$7,320 /yr",,1500,2000,1750.0
1635,1002 - 11 Lillian Street,,749000,2.0,2.0,700-799 ,,https://www.zolo.ca/toronto-real-estate/11-lillian-street/1002,"11 Lillian street, Toronto ",M4S2H7,43.7055,-79.393,Condo,2022-02-28,Apartment,No Data,"$3,165 /yr","
$585 /mo ",700,799,749.5
1637,602 - 3380 Eglinton Avenue East,,549900,2.0,2.0,1000-1199 ,,https://www.zolo.ca/toronto-real-estate/3380-eglinton-avenue-east/602,"3380 Eglinton avenue, Toronto M",1J 3L6,43.7448,-79.2146,Condo,2022-02-28,Apartment,No Data,"$1,410 /yr","
$630 /mo ",1000,1199,1099.5
1638,1607 - 3 Michael Power Place,,699000,2.0,2.0,800-899 ,,https://www.zolo.ca/toronto-real-estate/3-michael-power-place/1607,"3 Michael Power place, Toronto ",M9A0A2,43.644,-79.5285,Condo,2022-02-28,Apartment,No Data,"$2,022 /yr","
$682 /mo ",800,899,849.5
1639,1905 - 2212 Lake Shore Boulevard West,,599000,1.0,1.0,500-599 ,,https://www.zolo.ca/toronto-real-estate/2212-lake-shore-boulevard-west/1905,"2212 Lake Shore boulevard, Toronto ",M8V1A4,43.6224,-79.4825,Condo,2022-02-28,Apartment,No Data,"$1,815 /yr","
$409 /mo ",500,599,549.5
1641,702 - 25 Town Centre Court,,699000,2.0,2.0,1000-1199 ,,https://www.zolo.ca/toronto-real-estate/25-town-centre-court/702,"25 Town Centre court, Toronto M",1P 0B4,43.7734,-79.2547,Condo,2022-02-28,Apartment,No Data,"$2,450 /yr","
$705 /mo ",1000,1199,1099.5
1642,2706 - 155 Yorkville Avenue,,645000,1.0,1.0,0-499 ,,https://www.zolo.ca/toronto-real-estate/155-yorkville-avenue/2706,"155 Yorkville avenue, Toronto ",M5R1C4,43.6704,-79.3943,Condo,2022-02-28,Apartment,No Data,"$2,847 /yr","
$425 /mo ",0,499,249.5
1643,1005 - 58 Orchard View Boulevard,,649000,1.0,1.0,500-599 ,,https://www.zolo.ca/toronto-real-estate/58-orchard-view-boulevard/1005,"58 Orchard View boulevard, Toronto ",M4R1B9,43.7081,-79.4006,Condo,2022-02-28,Apartment,No Data,"$2,762 /yr","
$577 /mo ",500,599,549.5
1644,505 - 65 St Mary Street,,1050000,2.0,1.0,700-799 ,,https://www.zolo.ca/toronto-real-estate/65-st-mary-street/505,"65 St Mary street, Toronto ",M5S0A6,43.6672,-79.3892,Condo,2022-02-28,Apartment,No Data,"$3,764 /yr","
$594 /mo ",700,799,749.5
1645,#1437 - 25 Bamburgh Circle South,,598888,1.0,1.0,700-799 ,,https://www.zolo.ca/toronto-real-estate/25-bamburgh-circle-south/1437,"25 Bamburgh Circle, Toronto M",1W 3W2,43.8155,-79.3257,Condo,2022-02-28,Apartment,No Data,"$1,475 /yr","
$512 /mo ",700,799,749.5
1646,46 - 140 Broadview Avenue,,595000,1.0,1.0,0-499 ,,https://www.zolo.ca/toronto-real-estate/140-broadview-avenue/46,"140 Broadview avenue, Toronto ",M4M2G2,43.6598,-79.3506,Townhouse,2022-02-28,Stacked Townhse,No Data,"$1,674 /yr","
$206 /mo  ",0,499,249.5
1647,1515 - 350 Seneca Hill Drive,,509000,1.0,1.0,700-799 ,,https://www.zolo.ca/toronto-real-estate/350-seneca-hill-drive/1515,"350 Seneca Hill Drive, Toronto M",2J 4S7,43.7908,-79.3561,Condo,2022-02-28,Multi-Level,No Data,"$1,448 /yr","
$587 /mo ",700,799,749.5
1649,2 - 715 Kingston Road,,1229000,2.0,2.0,1000-1199 ,,https://www.zolo.ca/toronto-real-estate/715-kingston-road/2,"715 Kingston road, Toronto ",M4E1R8,43.6793,-79.2956,Townhouse,2022-02-28,3-Storey,No Data,"$5,414 /yr","
$365 /mo ",1000,1199,1099.5
1650,1520 - 700 Humberwood Boulevard,,649900,2.0,2.0,900-999 ,,https://www.zolo.ca/toronto-real-estate/700-humberwood-boulevard/1520,"700 Humberwood boulevard, Toronto ",M9W7J4,43.7247,-79.6167,Condo,2022-02-28,Apartment,No Data,"$1,766 /yr","
$529 /mo ",900,999,949.5
1654,118 - 700 Humberwood Boulevard,,629900,2.0,2.0,800-899 ,,https://www.zolo.ca/toronto-real-estate/700-humberwood-boulevard/118,"700 Humberwood boulevard, Toronto ",M9W7J4,43.7247,-79.6167,Condo,2022-02-28,Apartment,No Data,"$1,680 /yr","
$514 /mo ",800,899,849.5
1655,#1406 - 1900 Sheppard Avenue East,,580000,3.0,2.0,1000-1199 ,,https://www.zolo.ca/toronto-real-estate/1900-sheppard-avenue-east/1406,"1900 Sheppard avenue, Toronto M",2J 4T4,43.7763,-79.3359,Condo,2022-02-28,Apartment,No Data,"$1,705 /yr","
$1,237 /mo ",1000,1199,1099.5
1656,34 Carmichael Avenue,,2695000,4.0,5.0,2500-3000 ,,https://www.zolo.ca/toronto-real-estate/34-carmichael-avenue,"34 Carmichael avenue, Toronto M",5M 2W7,43.7373,-79.4229,Detached,2022-02-28,2-Storey,No Data,"$9,281 /yr",,2500,3000,2750.0
1657,322 - 24 Wellesley Street West,,399000,1.0,1.0,500-599 ,,https://www.zolo.ca/toronto-real-estate/24-wellesley-street-west/322,"24 Wellesley street, Toronto ",M4Y2X6,43.6648,-79.3859,Condo,2022-02-28,Apartment,No Data,"$1,961 /yr","
$449 /mo ",500,599,549.5
1659,1602 - 100 Quebec Avenue,,1248000,3.0,2.0,1200-1399 ,,https://www.zolo.ca/toronto-real-estate/100-quebec-avenue/1602,"100 Quebec avenue, Toronto ",M6P4B8,43.6555,-79.4683,Condo,2022-02-28,Apartment,No Data,"$3,715 /yr","
$1,160 /mo ",1200,1399,1299.5
1663,212 - 385 Osler Street,,488000,1.0,1.0,500-599 ,,https://www.zolo.ca/toronto-real-estate/385-osler-street/212,"385 Osler street, Toronto ",M6N0B2,43.6738,-79.461,Condo,2022-02-28,Apartment,No Data,"$1,570 /yr","
$302 /mo ",500,599,549.5
1664,4209 - 33 Charles Street East,,749000,1.0,1.0,600-699 ,,https://www.zolo.ca/toronto-real-estate/33-charles-street-east/4209,"33 Charles street, Toronto ",M4Y0A2,43.6686,-79.3845,Condo,2022-02-28,Apartment,No Data,"$3,049 /yr","
$652 /mo ",600,699,649.5
1665,#602 - 88 Palace Pier Court,,699000,2.0,2.0,900-999 ,,https://www.zolo.ca/toronto-real-estate/88-palace-pier-court/602,"88 Palace Pier court, Toronto ",M8V4C2,43.6308,-79.4754,Condo,2022-02-28,Apartment,No Data,"$2,737 /yr","
$896 /mo ",900,999,949.5
1667,90 Seagrave Crescent,,1099000,4.0,4.0,1500-2000 ,,https://www.zolo.ca/toronto-real-estate/90-seagrave-crescent,"90 Seagrave Crescent, Toronto ",M1W3H7,43.8097,-79.321,Detached,2022-02-28,2-Storey,No Data,"$4,326 /yr",,1500,2000,1750.0
1672,2803 - 397 Front Street West,,849900,2.0,2.0,900-999 ,,https://www.zolo.ca/toronto-real-estate/397-front-street-west/2803,"397 Front street, Toronto ",M5V3S1,43.6426,-79.3934,Condo,2022-02-28,Apartment,No Data,"$2,710 /yr","
$708 /mo ",900,999,949.5
1673,173 Frank Rivers Drive,,988000,4.0,5.0,1500-2000 ,,https://www.zolo.ca/toronto-real-estate/173-frank-rivers-drive,"173 Frank Rivers Drive, Toronto ",M1W3N3,43.8175,-79.327,Detached,2022-02-28,2-Storey,No Data,"$4,448 /yr",,1500,2000,1750.0
1675,294 Port Royal Trail,,999000,3.0,5.0,1500-2000 ,,https://www.zolo.ca/toronto-real-estate/294-port-royal-trail,"294 Port Royal trail, Toronto ",M1V2K7,43.8217,-79.2924,Detached,2022-02-28,2-Storey,No Data,"$4,289 /yr",,1500,2000,1750.0
1676,11 Birdsilver Gardens,,1400000,4.0,5.0,2500-3000 ,,https://www.zolo.ca/toronto-real-estate/11-birdsilver-gardens,"11 Birdsilver Gardens, Toronto ",M1C4M6,43.7917,-79.1299,Detached,2022-02-28,2-Storey,No Data,"$5,096 /yr",,2500,3000,2750.0
1677,227 - 5225 Finch Avenue East,,499999,1.0,1.0,600-699 ,,https://www.zolo.ca/toronto-real-estate/5225-finch-avenue-east/227,"5225 Finch avenue, Toronto ",M1S5W8,43.8099,-79.2551,Townhouse,2022-02-28,Apartment,No Data,"$1,155 /yr","
$374 /mo  ",600,699,649.5
1678,210 - 152 Annette Street,,749000,1.0,1.0,800-899 ,,https://www.zolo.ca/toronto-real-estate/152-annette-street/210,"152 Annette street, Toronto ",M6P1P4,43.6637,-79.4669,Condo,2022-02-28,Loft,No Data,"$2,872 /yr","
$649 /mo ",800,899,849.5
1680,215 Cortleigh Boulevard,,3495000,5.0,5.0,3500-5000 ,,https://www.zolo.ca/toronto-real-estate/215-cortleigh-boulevard,"215 Cortleigh boulevard, Toronto ",M5N1P6,43.7121,-79.4153,Detached,2022-02-28,2 1/2 Storey,No Data,"$15,281 /yr",,3500,5000,4250.0
1681,1603 - 5460 Yonge Street,,749000,2.0,2.0,1000-1199 ,,https://www.zolo.ca/toronto-real-estate/5460-yonge-street/1603,"5460 Yonge street, Toronto ",M2N6K7,43.7771,-79.4155,Condo,2022-02-28,Apartment,No Data,"$1,894 /yr","
$819 /mo ",1000,1199,1099.5
1682,143 Fulton Avenue,,1299900,3.0,4.0,1500-2000 ,,https://www.zolo.ca/toronto-real-estate/143-fulton-avenue,"143 Fulton avenue, Toronto ",M4K1X9,43.6828,-79.3516,Semi-Detached,2022-02-28,2-Storey,No Data,"$6,446 /yr",,1500,2000,1750.0
1683,128 Grey Road,,3395000,4.0,5.0,3500-5000 ,,https://www.zolo.ca/toronto-real-estate/128-grey-road,"128 Grey road, Toronto ",M5M4G1,43.7316,-79.423,Detached,2022-02-28,2-Storey,No Data,"$12,532 /yr",,3500,5000,4250.0
1684,802 - 1 Balmoral Avenue,,2895000,2.0,2.0,1800-1999 ,,https://www.zolo.ca/toronto-real-estate/1-balmoral-avenue/802,"1 Balmoral avenue, Toronto ",M4V3B9,43.6855,-79.3933,Condo,2022-02-28,Apartment,No Data,"$7,094 /yr","
$1,863 /mo ",1800,1999,1899.5
1686,341 Bessborough Drive,,2249000,4.0,3.0,2000-2500 ,,https://www.zolo.ca/toronto-real-estate/341-bessborough-drive,"341 Bessborough Drive, Toronto ",M4G3L3,43.7145,-79.3761,Detached,2022-02-28,2-Storey,No Data,"$8,933 /yr",,2000,2500,2250.0
1688,80 Glenvale Boulevard,,3395000,4.0,4.0,2500-3000 ,,https://www.zolo.ca/toronto-real-estate/80-glenvale-boulevard,"80 Glenvale boulevard, Toronto ",M4G2V6,43.7175,-79.3728,Detached,2022-02-28,2-Storey,No Data,"$11,676 /yr",,2500,3000,2750.0
1689,2409 - 6 Eva Road,,599000,2.0,2.0,800-899 ,,https://www.zolo.ca/toronto-real-estate/6-eva-road/2409,"6 Eva road, Toronto ",M9C0B1,43.6403,-79.5625,Condo,2022-02-28,Apartment,No Data,"$1,876 /yr","
$647 /mo ",800,899,849.5
1690,716 - 15 Lower Jarvis Street,,690000,1.0,1.0,500-599 ,,https://www.zolo.ca/toronto-real-estate/15-lower-jarvis-street/716,"15 Lower Jarvis street, Toronto ",M5E1R7,43.6451,-79.3694,Condo,2022-02-28,Multi-Level,No Data,"$2,487 /yr","
$382 /mo ",500,599,549.5
1691,5 Whitehall Road,,2695000,3.0,2.0,1100-1500 ,,https://www.zolo.ca/toronto-real-estate/5-whitehall-road,"5 Whitehall road, Toronto ",M4W2C5,43.684,-79.3822,Detached,2022-02-28,Bungalow-Raised,No Data,"$9,843 /yr",,1100,1500,1300.0
1694,219 - 9 Mabelle Avenue,,599900,1.0,2.0,600-699 ,,https://www.zolo.ca/toronto-real-estate/9-mabelle-avenue/219,"9 Mabelle avenue, Toronto ",M9A4X7,43.6461,-79.526,Condo,2022-02-28,Other,No Data,"$1,630 /yr","
$499 /mo ",600,699,649.5
1698,506 - 10 Sunny Glenway Way,,399000,1.0,1.0,600-699 ,,https://www.zolo.ca/toronto-real-estate/10-sunny-glenway-way/506,"10 Sunny Glenway way, Toronto ",M3C2Z3,43.7101,-79.3311,Condo,2022-02-28,Apartment,No Data,$782 /yr,"
$437 /mo ",600,699,649.5
1703,824 - 22 Southport Street,,599000,1.0,1.0,700-799 ,,https://www.zolo.ca/toronto-real-estate/22-southport-street/824,"22 Southport street, Toronto M",6S 4Y9,43.6371,-79.4729,Condo,2022-02-28,Apartment,No Data,"$1,674 /yr","
$753 /mo ",700,799,749.5
1705,48 Newell Court,,1499999,4.0,2.0,2000-2500 ,,https://www.zolo.ca/toronto-real-estate/48-newell-court,"48 Newell court, Toronto M",9A-4V2,43.6811,-79.523,Detached,2022-02-28,Backsplit 3,No Data,"$5,172 /yr",,2000,2500,2250.0
1706,95 Maple Branch Path,,825000,3.0,3.0,1400-1599 ,,https://www.zolo.ca/toronto-real-estate/95-maple-branch-path,"95 Maple Branch path, Toronto ",M9P3R9,43.6999,-79.5461,Townhouse,2022-02-28,2-Storey,No Data,"$2,560 /yr","
$475 /mo ",1400,1599,1499.5
1707,2711 - 5 Mariner Terrace,,699000,1.0,1.0,700-799 ,,https://www.zolo.ca/toronto-real-estate/5-mariner-terrace/2711,"5 Mariner Terrace, Toronto ",M5V3V6,43.6398,-79.3903,Condo,2022-02-28,Apartment,No Data,"$2,396 /yr","
$554 /mo ",700,799,749.5
1711,708 - 576 Front Street West,,639000,1.0,1.0,500-599 ,,https://www.zolo.ca/toronto-real-estate/576-front-street-west/708,"576 Front street, Toronto ",M5V0P8,43.6411,-79.4011,Condo,2022-02-28,Apartment,No Data,"$2,206 /yr","
$381 /mo ",500,599,549.5
1713,27 Statesman Square,,1288000,4.0,3.0,2000-2500 ,,https://www.zolo.ca/toronto-real-estate/27-statesman-square,"27 Statesman square, Toronto ",M1S4H7,43.8064,-79.2588,Detached,2022-02-28,2-Storey,No Data,"$4,773 /yr",,2000,2500,2250.0
1715,3001 - 18 Yonge Street,,649900,1.0,2.0,700-799 ,,https://www.zolo.ca/toronto-real-estate/18-yonge-street/3001,"18 Yonge street, Toronto ",M5E1Z8,43.6444,-79.3766,Condo,2022-02-28,Apartment,No Data,"$2,585 /yr","
$497 /mo ",700,799,749.5
1717,1119 - 75 East Liberty Street,,779000,2.0,2.0,700-799 ,,https://www.zolo.ca/toronto-real-estate/75-east-liberty-street/1119,"75 East Liberty street, Toronto ",M6K3R3,43.6381,-79.4148,Condo,2022-02-28,Apartment,No Data,"$2,297 /yr","
$525 /mo ",700,799,749.5
1718,901 - 25 Oxley Street,,878000,1.0,1.0,800-899 ,,https://www.zolo.ca/toronto-real-estate/25-oxley-street/901,"25 Oxley street, Toronto ",M5V2J5,43.6463,-79.3945,Condo,2022-02-28,Loft,No Data,"$3,238 /yr","
$554 /mo ",800,899,849.5
1719,1504 - 35 Brian Peck Crescent,,848000,2.0,2.0,900-999 ,,https://www.zolo.ca/toronto-real-estate/35-brian-peck-crescent/1504,"35 Brian Peck Crescent, Toronto M",4G 0A5,43.7147,-79.3546,Condo,2022-02-28,Apartment,No Data,"$3,012 /yr","
$749 /mo ",900,999,949.5
1720,1716 - 88 Park Lawn Road,,888000,2.0,2.0,1000-1199 ,,https://www.zolo.ca/toronto-real-estate/88-park-lawn-road/1716,"88 Park Lawn road, Toronto ",M8Y0B5,43.6241,-79.4857,Condo,2022-02-28,Apartment,No Data,"$2,750 /yr","
$703 /mo ",1000,1199,1099.5
1721,632 - 40 Sylvan Valleyway,,1178000,3.0,3.0,1200-1399 ,,https://www.zolo.ca/toronto-real-estate/40-sylvan-valleyway/632,"40 Sylvan Valley way, Toronto ",M5M4M3,43.7242,-79.4151,Condo,2022-02-28,Apartment,No Data,"$3,972 /yr","
$1,708 /mo ",1200,1399,1299.5
1723,3 - 21 Foundry Avenue,,899999,3.0,2.0,1200-1399 ,,https://www.zolo.ca/toronto-real-estate/21-foundry-avenue/3,"21 Foundry avenue, Toronto ",M6H4K7,43.6702,-79.449,Townhouse,2022-02-28,3-Storey,No Data,"$2,805 /yr","
 $548 /mo ",1200,1399,1299.5
1725,704 - 21 Widmer Street,,749000,1.0,1.0,600-699 ,,https://www.zolo.ca/toronto-real-estate/21-widmer-street/704,"21 Widmer street, Toronto ",M5V2E8,43.6472,-79.391,Condo,2022-02-28,Apartment,No Data,"$2,994 /yr","
$651 /mo ",600,699,649.5
1726,270 Westlake Avenue,,1268866,3.0,2.0,1100-1500 ,,https://www.zolo.ca/toronto-real-estate/270-westlake-avenue,"270 Westlake avenue, Toronto ",M4C4T6,43.6954,-79.3089,Detached,2022-02-28,2-Storey,No Data,"$3,654 /yr",,1100,1500,1300.0
1727,48 - 331 Trudelle Street,,749000,3.0,2.0,1200-1399 ,,https://www.zolo.ca/toronto-real-estate/331-trudelle-street/48,"331 Trudelle street, Toronto ",M1J3J9,43.7411,-79.2337,Townhouse,2022-02-28,3-Storey,No Data,"$2,151 /yr","
$456 /mo ",1200,1399,1299.5
1728,1002 - 2015 Sheppard Avenue East,,648000,1.0,1.0,500-599 ,,https://www.zolo.ca/toronto-real-estate/2015-sheppard-avenue-east/1002,"2015 Sheppard avenue, Toronto ",M2J1W6,43.7749,-79.3371,Condo,2022-02-28,Apartment,No Data,"$1,879 /yr","
$428 /mo ",500,599,549.5
1729,2208 - 2191 Yonge Street,,1088000,2.0,2.0,1000-1199 ,,https://www.zolo.ca/toronto-real-estate/2191-yonge-street/2208,"2191 Yonge street, Toronto ",M4S3H8,43.7057,-79.3975,Condo,2022-02-28,Apartment,No Data,"$4,174 /yr","
$687 /mo ",1000,1199,1099.5
1730,804 - 59 East Liberty Street,,799900,1.0,2.0,800-899 ,,https://www.zolo.ca/toronto-real-estate/59-east-liberty-street/804,"59 East Liberty street, Toronto ",M6K3R1,43.6384,-79.4136,Condo,2022-02-28,Loft,No Data,"$2,963 /yr","
$662 /mo ",800,899,849.5
1731,1029 - 15 Northtown Way,,629900,1.0,2.0,600-699 ,,https://www.zolo.ca/toronto-real-estate/15-northtown-way/1029,"15 Northtown way, Toronto ",M2N7A2,43.7748,-79.4134,Condo,2022-02-28,Apartment,No Data,"$1,998 /yr","
$569 /mo ",600,699,649.5
1733,809 - 5460 Yonge Street,,829900,2.0,2.0,1200-1399 ,,https://www.zolo.ca/toronto-real-estate/5460-yonge-street/809,"5460 Yonge street, Toronto ",M2N6K7,43.7771,-79.4155,Condo,2022-02-28,Apartment,No Data,"$2,300 /yr","
$1,027 /mo ",1200,1399,1299.5
1734,205 - 5101 Dundas Street West,,689900,2.0,2.0,900-999 ,,https://www.zolo.ca/toronto-real-estate/5101-dundas-street-west/205,"5101 Dundas street, Toronto ",M9A5G8,43.645,-79.5319,Condo,2022-02-28,Apartment,No Data,"$2,224 /yr","
$884 /mo ",900,999,949.5
1735,1307 - 20 Joe Shuster Way,,499900,1.0,1.0,0-499 ,,https://www.zolo.ca/toronto-real-estate/20-joe-shuster-way/1307,"20 Joe Shuster way, Toronto ",M6K0A3,43.6401,-79.4243,Condo,2022-02-28,Apartment,No Data,"$1,338 /yr","
$348 /mo ",0,499,249.5
1736,603 - 117 Mcmahon Drive,,699999,2.0,2.0,800-899 ,,https://www.zolo.ca/toronto-real-estate/117-mcmahon-drive/603,"117 Mcmahon Drive, Toronto ",M2K0E4,43.7672,-79.3704,Condo,2022-02-28,Apartment,No Data,"$2,676 /yr","
$622 /mo ",800,899,849.5
